RegionID,SizeRank,RegionName,RegionType,StateName,InterestAverage_2005,InterestAverage_2010,InterestAverage_2015,InterestAverage_2020,Average_2005,Average_2010,Average_2015,Average_2020
394425,47,"Buffalo,NY",Msa,NY,5.866730769,4.689807692,3.850576923,3.432857143,113261,127151,136456,176292
395012,48,"Raleigh,NC",Msa,NC,5.866730769,4.689807692,3.850576923,3.432857143,202502,213944,226166,287558
394388,49,"Birmingham,AL",Msa,AL,5.866730769,4.689807692,3.850576923,3.432857143,141246,136541,134934,167274
395053,50,"SaltLakeCity,UT",Msa,UT,5.866730769,4.689807692,3.850576923,3.432857143,202850,228823,268583,386244
395031,51,"Rochester,NY",Msa,NY,5.866730769,4.689807692,3.850576923,3.432857143,122966,128341,130545,158453
394640,52,"GrandRapids,MI",Msa,MI,5.866730769,4.689807692,3.850576923,3.432857143,152149,129009,156905,224970
395167,53,"Tucson,AZ",Msa,AZ,5.866730769,4.689807692,3.850576923,3.432857143,214699,173821,172447,229523
753924,54,Honolulu,Msa,HI,5.866730769,4.689807692,3.850576923,3.432857143,481467,513285,610682,698380
395169,55,"Tulsa,OK",Msa,OK,5.866730769,4.689807692,3.850576923,3.432857143,118007,125769,127859,150112
394619,56,"Fresno,CA",Msa,CA,5.866730769,4.689807692,3.850576923,3.432857143,271262,171412,202597,268459
395238,57,"Worcester,MA",Msa,MA,5.866730769,4.689807692,3.850576923,3.432857143,303912,240212,238933,301452
394415,58,"Stamford,CT",Msa,CT,5.866730769,4.689807692,3.850576923,3.432857143,512548,422731,405501,418732
394312,59,"Albuquerque,NM",Msa,NM,5.866730769,4.689807692,3.850576923,3.432857143,165014,181646,176489,214766
394308,60,"Albany,NY",Msa,NY,5.866730769,4.689807692,3.850576923,3.432857143,173414,191198,182162,208787
394938,61,"Omaha,NE",Msa,NE,5.866730769,4.689807692,3.850576923,3.432857143,145598,145510,154659,200997
394908,62,"NewHaven,CT",Msa,CT,5.866730769,4.689807692,3.850576923,3.432857143,272265,240985,213178,234175
394357,63,"Bakersfield,CA",Msa,CA,5.866730769,4.689807692,3.850576923,3.432857143,239569,144127,191617,235046
394753,64,"Knoxville,TN",Msa,TN,5.866730769,4.689807692,3.850576923,3.432857143,136355,146721,149323,194061
394653,65,"Greenville,SC",Msa,SC,5.866730769,4.689807692,3.850576923,3.432857143,138623,145176,152519,199993
394952,66,"Ventura,CA",Msa,CA,5.866730769,4.689807692,3.850576923,3.432857143,599511,425246,511428,611841
394318,67,"Allentown,PA",Msa,PA,5.866730769,4.689807692,3.850576923,3.432857143,193928,197885,181741,214690
394561,68,"ElPaso,TX",Msa,TX,5.866730769,4.689807692,3.850576923,3.432857143,107972,125872,120342,136939
394367,69,"BatonRouge,LA",Msa,LA,5.866730769,4.689807692,3.850576923,3.432857143,142361,169468,168879,184680
394521,70,"Dayton,OH",Msa,OH,5.866730769,4.689807692,3.850576923,3.432857143,125129,109413,103098,136838
394843,71,"McAllen,TX",Msa,TX,5.866730769,4.689807692,3.850576923,3.432857143,75772,81374,93852,118471
394486,72,"Columbia,SC",Msa,SC,5.866730769,4.689807692,3.850576923,3.432857143,138164,144871,134631,161746
394648,73,"Greensboro,NC",Msa,NC,5.866730769,4.689807692,3.850576923,3.432857143,132656,129967,125919,159090
394304,74,"Akron,OH",Msa,OH,5.866730769,4.689807692,3.850576923,3.432857143,138490,127456,123478,155236
753906,75,"NorthPort-Sarasota-Bradenton,FL",Msa,FL,5.866730769,4.689807692,3.850576923,3.432857143,284325,179746,229892,279701
394798,76,"LittleRock,AR",Msa,AR,5.866730769,4.689807692,3.850576923,3.432857143,124958,135865,135961,149320
395134,77,"Stockton,CA",Msa,CA,5.866730769,4.689807692,3.850576923,3.432857143,336290,185979,279664,390722
394457,78,"Charleston,SC",Msa,SC,5.866730769,4.689807692,3.850576923,3.432857143,209931,200565,219138,274459
395143,79,"Syracuse,NY",Msa,NY,5.866730769,4.689807692,3.850576923,3.432857143,113545,126702,126102,148988
394484,80,"ColoradoSprings,CO",Msa,CO,5.866730769,4.689807692,3.850576923,3.432857143,211227,209231,228571,325288
395235,81,"Winston-Salem,NC",Msa,NC,5.866730769,4.689807692,3.850576923,3.432857143,131895,133488,129355,162660
395224,82,"Wichita,KS",Msa,KS,5.866730769,4.689807692,3.850576923,3.432857143,109508,120740,120961,145373
395115,83,"Springfield,MA",Msa,MA,5.866730769,4.689807692,3.850576923,3.432857143,215903,209431,202362,238637
394440,84,"FortMyers,FL",Msa,FL,5.866730769,4.689807692,3.850576923,3.432857143,270877,145358,202811,243816
394399,85,"BoiseCity,ID",Msa,ID,5.866730769,4.689807692,3.850576923,3.432857143,178163,155763,197304,320731
395160,86,"Toledo,OH",Msa,OH,5.866730769,4.689807692,3.850576923,3.432857143,121186,104907,101216,126605
394816,87,"Madison,WI",Msa,WI,5.866730769,4.689807692,3.850576923,3.432857143,214207,215131,226034,289583
394766,88,"Lakeland,FL",Msa,FL,5.866730769,4.689807692,3.850576923,3.432857143,158145,121184,137758,196226
394931,89,"Ogden,UT",Msa,UT,5.866730769,4.689807692,3.850576923,3.432857143,172624,191415,212439,319272
394528,90,"DaytonaBeach,FL",Msa,FL,5.866730769,4.689807692,3.850576923,3.432857143,205842,137431,157464,223019
394531,91,"DesMoines,IA",Msa,IA,5.866730769,4.689807692,3.850576923,3.432857143,158146,156740,167182,204800
394711,92,"Jackson,MS",Msa,MS,5.866730769,4.689807692,3.850576923,3.432857143,123986,127118,126760,144144
395245,93,"Youngstown,OH",Msa,OH,5.866730769,4.689807692,3.850576923,3.432857143,96823,84466,79942,98357
394352,94,"Augusta,GA",Msa,GA,5.866730769,4.689807692,3.850576923,3.432857143,115540,128180,126671,154730
395075,95,"Scranton,PA",Msa,PA,5.866730769,4.689807692,3.850576923,3.432857143,103303,114296,106082,120881
394666,96,"Harrisburg,PA",Msa,PA,5.866730769,4.689807692,3.850576923,3.432857143,149676,169035,165090,191285
394957,97,"Melbourne,FL",Msa,FL,5.866730769,4.689807692,3.850576923,3.432857143,223143,133830,160562,228496
394460,98,"Chattanooga,TN",Msa,TN,5.866730769,4.689807692,3.850576923,3.432857143,131798,131387,136717,179142
395113,99,"Spokane,WA",Msa,WA,5.866730769,4.689807692,3.850576923,3.432857143,168558,183230,182775,287240
395006,100,"Provo,UT",Msa,UT,5.866730769,4.689807692,3.850576923,3.432857143,202715,214722,253347,357344
394768,101,"Lancaster,PA",Msa,PA,5.866730769,4.689807692,3.850576923,3.432857143,184196,201175,196162,238175
394871,102,"Modesto,CA",Msa,CA,5.866730769,4.689807692,3.850576923,3.432857143,#DIV/0!,156540,243783,337142
394997,103,"Portland,ME",Msa,ME,5.866730769,4.689807692,3.850576923,3.432857143,270680,237866,246462,324636
394549,104,"Durham,NC",Msa,NC,5.866730769,4.689807692,3.850576923,3.432857143,197683,203242,207031,272202
395068,105,"SantaRosa,CA",Msa,CA,5.866730769,4.689807692,3.850576923,3.432857143,603841,394965,524400,654523
394792,106,"Lexington,KY",Msa,KY,5.866730769,4.689807692,3.850576923,3.432857143,150369,151766,156717,194030
394761,107,"Lafayette,LA",Msa,LA,5.866730769,4.689807692,3.850576923,3.432857143,115609,135441,144986,158708
394770,108,"Lansing,MI",Msa,MI,5.866730769,4.689807692,3.850576923,3.432857143,146670,115188,128271,166348
394590,109,"Fayetteville,AR",Msa,AR,5.866730769,4.689807692,3.850576923,3.432857143,155188,141640,153259,198624
394971,110,"Pensacola,FL",Msa,FL,5.866730769,4.689807692,3.850576923,3.432857143,162914,143723,144096,192386
395195,111,"Visalia,CA",Msa,CA,5.866730769,4.689807692,3.850576923,3.432857143,204049,146952,175102,228162
395096,112,"Shreveport,LA",Msa,LA,5.866730769,4.689807692,3.850576923,3.432857143,100664,113085,106537,110164
395116,113,"Springfield,MO",Msa,MO,5.866730769,4.689807692,3.850576923,3.432857143,119496,120500,123340,159627
395244,114,"York,PA",Msa,PA,5.866730769,4.689807692,3.850576923,3.432857143,167660,176566,163198,193914
394502,115,"CorpusChristi,TX",Msa,TX,5.866730769,4.689807692,3.850576923,3.432857143,117673,123533,140911,164708
394596,116,"Flint,MI",Msa,MI,5.866730769,4.689807692,3.850576923,3.432857143,181318,94055,96534,134029
395019,117,"Reno,NV",Msa,NV,5.866730769,4.689807692,3.850576923,3.432857143,363776,195046,274325,392171
394338,118,"Asheville,NC",Msa,NC,5.866730769,4.689807692,3.850576923,3.432857143,177089,201608,209621,280504
394995,119,"PortSt.Lucie,FL",Msa,FL,5.866730769,4.689807692,3.850576923,3.432857143,234784,130736,172659,243577
753917,120,"SantaMaria-SantaBarbara,CA",Msa,CA,5.866730769,4.689807692,3.850576923,3.432857143,721917,472831,562250,658806
394698,121,"Huntsville,AL",Msa,AL,5.866730769,4.689807692,3.850576923,3.432857143,123699,161106,159152,196683
394612,122,"FortWayne,IN",Msa,IN,5.866730769,4.689807692,3.850576923,3.432857143,110014,108351,113527,152945
395050,123,"Salinas,CA",Msa,CA,5.866730769,4.689807692,3.850576923,3.432857143,571112,343416,467085,603889
395183,124,"Vallejo,CA",Msa,CA,5.866730769,4.689807692,3.850576923,3.432857143,415570,241737,347264,460912
394870,125,"Mobile,AL",Msa,AL,5.866730769,4.689807692,3.850576923,3.432857143,108793,123592,104632,128014
395015,126,"Reading,PA",Msa,PA,5.866730769,4.689807692,3.850576923,3.432857143,152273,170374,158272,192636
394421,127,"Brownsville,TX",Msa,TX,5.866730769,4.689807692,3.850576923,3.432857143,101984,105294,97444,109938
394746,128,"Killeen,TX",Msa,TX,5.866730769,4.689807692,3.850576923,3.432857143,123917,123325,126088,154775
394439,129,"Canton,OH",Msa,OH,5.866730769,4.689807692,3.850576923,3.432857143,117633,112635,110003,140192
394372,130,"Beaumont,TX",Msa,TX,5.866730769,4.689807692,3.850576923,3.432857143,84138,95551,109673,126060
394820,131,"Manchester,NH",Msa,NH,5.866730769,4.689807692,3.850576923,3.432857143,291761,239171,247906,315757
395048,132,"Salem,OR",Msa,OR,5.866730769,4.689807692,3.850576923,3.432857143,172761,187298,200024,302739
394327,133,"Anchorage,AK",Msa,AK,5.866730769,4.689807692,3.850576923,3.432857143,231532,271038,298428,321990
394520,134,"Davenport,IL",Msa,IL,5.866730769,4.689807692,3.850576923,3.432857143,108812,111654,114674,130677
394972,135,"Peoria,IL",Msa,IL,5.866730769,4.689807692,3.850576923,3.432857143,113691,117401,114447,114046
394898,136,"MyrtleBeach,SC",Msa,SC,5.866730769,4.689807692,3.850576923,3.432857143,191963,176498,172988,206713
394875,137,"Montgomery,AL",Msa,AL,5.866730769,4.689807692,3.850576923,3.432857143,115524,120796,116379,126530
395051,138,"Salisbury,MD",Msa,DE,5.866730769,4.689807692,3.850576923,3.432857143,269677,237002,223716,251037
394658,139,"Gulfport,MS",Msa,MS,5.866730769,4.689807692,3.850576923,3.432857143,#DIV/0!,123695,115636,140052
395146,140,"Tallahassee,FL",Msa,FL,5.866730769,4.689807692,3.850576923,3.432857143,170857,149604,147881,186590
395164,141,"Trenton,NJ",Msa,NJ,5.866730769,4.689807692,3.850576923,3.432857143,297202,264553,237418,261407
394589,142,"Fayetteville,NC",Msa,NC,5.866730769,4.689807692,3.850576923,3.432857143,113119,130480,119351,133902
394679,143,"Hickory,NC",Msa,NC,5.866730769,4.689807692,3.850576923,3.432857143,117784,121972,119470,155956
394697,144,"Huntington,WV",Msa,WV,5.866730769,4.689807692,3.850576923,3.432857143,81433,82086,88866,104398
394576,145,"Eugene,OR",Msa,OR,5.866730769,4.689807692,3.850576923,3.432857143,213750,220117,225146,324527
395033,146,"Rockford,IL",Msa,IL,5.866730769,4.689807692,3.850576923,3.432857143,121199,111503,100595,123527
395070,147,"Savannah,GA",Msa,GA,5.866730769,4.689807692,3.850576923,3.432857143,167541,168146,169543,204329
394332,148,"AnnArbor,MI",Msa,MI,5.866730769,4.689807692,3.850576923,3.432857143,246215,178926,228999,292831
394927,149,"Ocala,FL",Msa,FL,5.866730769,4.689807692,3.850576923,3.432857143,148491,121181,120432,170876
394732,150,"Kalamazoo,MI",Msa,MI,5.866730769,4.689807692,3.850576923,3.432857143,139176,120970,132965,176212
394901,151,"Naples,FL",Msa,FL,5.866730769,4.689807692,3.850576923,3.432857143,365711,246824,319547,344896
395107,152,"SouthBend,IN",Msa,IN,5.866730769,4.689807692,3.850576923,3.432857143,110667,104897,104729,137944
395109,153,"Spartanburg,SC",Msa,SC,5.866730769,4.689807692,3.850576923,3.432857143,109078,114702,114698,153748
394579,154,"Evansville,IN",Msa,IN,5.866730769,4.689807692,3.850576923,3.432857143,114188,111688,117509,144237
394747,155,"Kingsport,TN",Msa,TN,5.866730769,4.689807692,3.850576923,3.432857143,103189,111105,113840,138175
395028,156,"Roanoke,VA",Msa,VA,5.866730769,4.689807692,3.850576923,3.432857143,158919,152145,160216,186695
394646,157,"GreenBay,WI",Msa,WI,5.866730769,4.689807692,3.850576923,3.432857143,144544,147223,141658,185285
394796,158,"Lincoln,NE",Msa,NE,5.866730769,4.689807692,3.850576923,3.432857143,145318,145790,160174,202334
394602,159,"FortCollins,CO",Msa,CO,5.866730769,4.689807692,3.850576923,3.432857143,254389,242350,306871,414231
395179,160,"Utica,NY",Msa,NY,5.866730769,4.689807692,3.850576923,3.432857143,97139,107998,108646,135604
394488,161,"Columbus,GA",Msa,GA,5.866730769,4.689807692,3.850576923,3.432857143,119412,120974,108226,124001
394405,162,"Boulder,CO",Msa,CO,5.866730769,4.689807692,3.850576923,3.432857143,329948,336737,433367,581422
394808,163,"Lubbock,TX",Msa,TX,5.866730769,4.689807692,3.850576923,3.432857143,98915,118942,118188,148257
394572,164,"Erie,PA",Msa,PA,5.866730769,4.689807692,3.850576923,3.432857143,109081,117828,118976,130230
394609,165,"FortSmith,AR",Msa,AR,5.866730769,4.689807692,3.850576923,3.432857143,82578,88785,91814,109130
394543,166,"Duluth,MN",Msa,MN,5.866730769,4.689807692,3.850576923,3.432857143,128968,135062,136984,171116
394348,167,"AtlanticCity,NJ",Msa,NJ,5.866730769,4.689807692,3.850576923,3.432857143,255970,224431,188746,203478
394924,168,"NewLondon,CT",Msa,CT,5.866730769,4.689807692,3.850576923,3.432857143,289194,251052,221872,245406
395061,169,"SanLuisObispo,CA",Msa,CA,5.866730769,4.689807692,3.850576923,3.432857143,582497,434300,523857,638543
394622,170,"Gainesville,FL",Msa,FL,5.866730769,4.689807692,3.850576923,3.432857143,178683,160800,153605,203606
395065,171,"SantaCruz,CA",Msa,CA,5.866730769,4.689807692,3.850576923,3.432857143,715167,540761,688100,856189
394471,172,"Clarksville,TN",Msa,TN,5.866730769,4.689807692,3.850576923,3.432857143,118806,134521,138808,167258
394447,173,"CedarRapids,IA",Msa,IA,5.866730769,4.689807692,3.850576923,3.432857143,129185,137549,139864,161315
394851,174,"Merced,CA",Msa,CA,5.866730769,4.689807692,3.850576923,3.432857143,278471,138584,197574,282361
395229,175,"Wilmington,NC",Msa,NC,5.866730769,4.689807692,3.850576923,3.432857143,202331,213304,207861,263934
394741,176,"Kennewick,WA",Msa,WA,5.866730769,4.689807692,3.850576923,3.432857143,176161,179108,199624,313671
394645,177,"Greeley,CO",Msa,CO,5.866730769,4.689807692,3.850576923,3.432857143,245091,200834,268130,378405
395197,178,"Waco,TX",Msa,TX,5.866730769,4.689807692,3.850576923,3.432857143,108463,109650,117349,162743
394937,179,"Olympia,WA",Msa,WA,5.866730769,4.689807692,3.850576923,3.432857143,234752,252130,242170,356114
394323,180,"Amarillo,TX",Msa,TX,5.866730769,4.689807692,3.850576923,3.432857143,104552,115101,122937,142833
394387,181,"Binghamton,NY",Msa,NY,5.866730769,4.689807692,3.850576923,3.432857143,96698,115898,107506,121780
394660,182,"Hagerstown,WV",Msa,MD,5.866730769,4.689807692,3.850576923,3.432857143,191432,168125,170825,203309
394412,183,"Bremerton,WA",Msa,WA,5.866730769,4.689807692,3.850576923,3.432857143,266315,270752,271641,406606
394772,184,"Laredo,TX",Msa,TX,5.866730769,4.689807692,3.850576923,3.432857143,127493,136317,141775,152835
394811,185,"Lynchburg,VA",Msa,VA,5.866730769,4.689807692,3.850576923,3.432857143,135730,147281,150934,180428
395240,186,"Yakima,WA",Msa,WA,5.866730769,4.689807692,3.850576923,3.432857143,131289,153973,153265,234290
753875,187,"Crestview-FortWaltonBeach-Destin,FL",Msa,FL,5.866730769,4.689807692,3.850576923,3.432857143,263545,204894,218689,278814
395161,188,"Topeka,KS",Msa,KS,5.866730769,4.689807692,3.850576923,3.432857143,108056,114683,113547,135019
394813,189,"Macon-BibbCounty,GA",Msa,GA,5.866730769,4.689807692,3.850576923,3.432857143,91495,84819,87835,109900
394454,190,"Champaign-Urbana,IL",Msa,IL,5.866730769,4.689807692,3.850576923,3.432857143,134935,136815,135452,146522
395171,191,"Tuscaloosa,AL",Msa,AL,5.866730769,4.689807692,3.850576923,3.432857143,135100,139993,144566,165852
394483,192,"CollegeStation,TX",Msa,TX,5.866730769,4.689807692,3.850576923,3.432857143,127170,142801,168088,212860
395103,193,"SiouxFalls,SD",Msa,SD,5.866730769,4.689807692,3.850576923,3.432857143,144973,156515,173893,222198
394455,194,"Charleston,WV",Msa,WV,5.866730769,4.689807692,3.850576923,3.432857143,89611,98145,97055,97510
394334,195,"Appleton,WI",Msa,WI,5.866730769,4.689807692,3.850576923,3.432857143,140065,135872,137925,179588
394464,196,"Chico,CA",Msa,CA,5.866730769,4.689807692,3.850576923,3.432857143,293565,218395,240166,334808
394459,197,"Charlottesville,VA",Msa,VA,5.866730769,4.689807692,3.850576923,3.432857143,273909,254978,259172,301045
394468,198,"Claremont,NH",Msa,NH,5.866730769,4.689807692,3.850576923,3.432857143,182737,179368,187500,222475
394361,199,"BarnstableTown,MA",Msa,MA,5.866730769,4.689807692,3.850576923,3.432857143,435694,368828,374391,440968
394803,200,"Longview,TX",Msa,TX,5.866730769,4.689807692,3.850576923,3.432857143,88587,101384,121191,154042
394429,201,"Burlington,VT",Msa,VT,5.866730769,4.689807692,3.850576923,3.432857143,243665,253642,267121,314934
395002,202,"Prescott,AZ",Msa,AZ,5.866730769,4.689807692,3.850576923,3.432857143,250538,202445,239854,325956
395114,203,"Springfield,IL",Msa,IL,5.866730769,4.689807692,3.850576923,3.432857143,119075,122653,129482,135503
395174,204,"Tyler,TX",Msa,TX,5.866730769,4.689807692,3.850576923,3.432857143,117960,124061,136757,174522
394773,205,"LasCruces,NM",Msa,NM,5.866730769,4.689807692,3.850576923,3.432857143,147664,149361,151061,172554
394585,206,"Fargo,ND",Msa,ND,5.866730769,4.689807692,3.850576923,3.432857143,169113,176329,203909,226184
394691,207,"Houma,LA",Msa,LA,5.866730769,4.689807692,3.850576923,3.432857143,111254,139582,150046,164009
395030,208,"Rochester,MN",Msa,MN,5.866730769,4.689807692,3.850576923,3.432857143,176239,166776,179745,240535
394597,209,"Florence,SC",Msa,SC,5.866730769,4.689807692,3.850576923,3.432857143,95567,96414,100064,114539
394848,210,"Medford,OR",Msa,OR,5.866730769,4.689807692,3.850576923,3.432857143,296171,226889,248976,323556
753895,211,"Lafayette-WestLafayette,IN",Msa,IN,5.866730769,4.689807692,3.850576923,3.432857143,127876,125427,130932,171735
394378,212,"Bellingham,WA",Msa,WA,5.866730769,4.689807692,3.850576923,3.432857143,263405,273812,288207,431213
394765,213,"LakeHavasuCity,AZ",Msa,AZ,5.866730769,4.689807692,3.850576923,3.432857143,227919,151774,176624,250066
395047,214,"Saginaw,MI",Msa,MI,5.866730769,4.689807692,3.850576923,3.432857143,104026,79860,73532,96321
394763,215,"LakeCharles,LA",Msa,LA,5.866730769,4.689807692,3.850576923,3.432857143,#DIV/0!,#DIV/0!,146997,173182
394726,216,"JohnsonCity,TN",Msa,TN,5.866730769,4.689807692,3.850576923,3.432857143,109670,123648,127632,155909
394565,217,"Elkhart,IN",Msa,IN,5.866730769,4.689807692,3.850576923,3.432857143,#DIV/0!,116100,127472,167127
395247,218,"Yuma,AZ",Msa,AZ,5.866730769,4.689807692,3.850576923,3.432857143,170311,140735,132493,165146
395011,219,"Racine,WI",Msa,WI,5.866730769,4.689807692,3.850576923,3.432857143,210368,198706,180194,239042
394346,220,"Athens,GA",Msa,GA,5.866730769,4.689807692,3.850576923,3.432857143,158416,148557,153934,213723
395162,221,"Torrington,CT",Msa,CT,5.866730769,4.689807692,3.850576923,3.432857143,284260,257124,230070,247786
395118,222,"St.Cloud,MN",Msa,MN,5.866730769,4.689807692,3.850576923,3.432857143,189036,158915,167966,213257
394681,223,"HiltonHeadIsland,SC",Msa,SC,5.866730769,4.689807692,3.850576923,3.432857143,300717,271873,271975,315391
753869,224,"Bloomington,IL",Msa,IL,5.866730769,4.689807692,3.850576923,3.432857143,138368,143997,141804,146134
394680,225,"Hilo,HI",Msa,HI,5.866730769,4.689807692,3.850576923,3.432857143,#DIV/0!,#DIV/0!,319958,383305
394960,226,"PanamaCity,FL",Msa,FL,5.866730769,4.689807692,3.850576923,3.432857143,221729,176001,179706,231573
394748,227,"Kingston,NY",Msa,NY,5.866730769,4.689807692,3.850576923,3.432857143,243796,228656,209676,250639
394519,228,"Daphne,AL",Msa,AL,5.866730769,4.689807692,3.850576923,3.432857143,168220,164914,165100,217910
394623,229,"Gainesville,GA",Msa,GA,5.866730769,4.689807692,3.850576923,3.432857143,181501,156431,174494,233054
395202,230,"WarnerRobins,GA",Msa,GA,5.866730769,4.689807692,3.850576923,3.432857143,126287,129913,125532,144671
394392,231,"Blacksburg,VA",Msa,VA,5.866730769,4.689807692,3.850576923,3.432857143,165386,157844,164490,194216
394716,232,"Jacksonville,NC",Msa,NC,5.866730769,4.689807692,3.850576923,3.432857143,121194,161719,142591,170423
395018,233,"Redding,CA",Msa,CA,5.866730769,4.689807692,3.850576923,3.432857143,215268,167207,221256,279741
394872,234,"Monroe,LA",Msa,LA,5.866730769,4.689807692,3.850576923,3.432857143,112261,122321,140528,153088
394729,235,"Joplin,MO",Msa,MO,5.866730769,4.689807692,3.850576923,3.432857143,84051,80298,99354,131894
394559,236,"ElCentro,CA",Msa,CA,5.866730769,4.689807692,3.850576923,3.432857143,187501,153645,195175,245923
